project,bug,test_class,test_method,history,same_package,modified_classes_count,historical_failure_rate,last_failure_distance,test_name_similarity,label
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_allow_throws_exception_to_be_serializable,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_allow_method_delegation,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_allow_mock_to_be_serializable,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_allow_mock_and_boolean_value_to_serializable,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_allow_mock_and_string_value_to_be_serializable,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_all_mock_and_serializable_value_to_be_serialized,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_method_call_with_parameters_that_are_serializable,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_method_calls_using_any_string_matcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_verify_called_n_times_for_serialized_mock,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_verify_even_if_some_methods_called_after_serialization,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialization_work,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_stub_even_if_some_methods_called_after_serialization,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_verify_call_order_for_serialized_mock,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_remember_interactions_for_serialized_mock,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_with_stubbing_callback,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_with_real_object_spy,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_object_mock,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_real_partial_mock,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_serialize_already_serializable_class,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_be_serialize_and_have_extra_interfaces,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_fail_when_serializable_used_with_type_that_dont_implements_Serializable_and_dont_declare_a_no_arg_constructor,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,should_be_able_to_serialize_type_that_implements_Serializable_but_but_dont_declare_a_no_arg_constructor,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,private_constructor_currently_not_supported_at_the_moment_at_deserialization_time,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.MocksSerializationTest,BUG_ISSUE_399_try_some_mocks_with_current_answers,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ReplacingObjectMethodsTest,shouldProvideMockyImplementationOfToString,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ReplacingObjectMethodsTest,shouldReplaceObjectMethods,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ReplacingObjectMethodsTest,shouldReplaceObjectMethodsWhenOverridden,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldResetOngoingStubbingSoThatMoreMeaningfulExceptionsAreRaised,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,resettingNonMockIsSafe,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,resettingNullIsSafe,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldRemoveAllStubbing,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldRemoveAllInteractions,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldRemoveStubbingToString,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldStubbingNotBeTreatedAsInteraction,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldNotAffectMockName,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldResetMultipleMocks,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldValidateStateWhenResetting,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.ResetTest,shouldMaintainPreviousDefaultAnswer,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.basicapi.UsingVarargsTest,shouldVerifyWithAnyObject,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.basicapi.UsingVarargsTest,shouldVerifyWithNullVarArgArray,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.basicapi.UsingVarargsTest,shouldStubCorrectlyWhenMixedVarargsUsed,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.basicapi.UsingVarargsTest,shouldStubCorrectlyWhenDoubleStringAndMixedVarargsUsed,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.basicapi.UsingVarargsTest,shouldMatchEasilyEmptyVararg,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.bugs.AIOOBExceptionWithAtLeastTest,testCompleteProgress,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ActualInvocationHasNullArgumentNPEBugTest,shouldAllowPassingNullArgument,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.BridgeMethodsHitAgainTest,basicCheck,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.BridgeMethodsHitAgainTest,checkWithExtraCast,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.CaptorAnnotationAutoboxingTest,shouldAutoboxSafely,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.CaptorAnnotationAutoboxingTest,shouldAutoboxAllPrimitives,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ClassCastExOnVerifyZeroInteractionsTest,should_not_throw_ClassCastException_when_mock_verification_fails,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ClassCastExOnVerifyZeroInteractionsTest,should_report_bogus_default_answer,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ConcurrentModificationExceptionOnMultiThreadedVerificationTest,shouldSuccessfullyVerifyConcurrentInvocationsWithTimeout,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.CovariantOverrideTest,returnFoo1,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.CovariantOverrideTest,returnFoo2,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.CovariantOverrideTest,returnFoo3,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.CovariantOverrideTest,returnFoo4,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.DeepStubsWronglyReportsSerializationProblemsTest,should_not_raise_a_mockito_exception_about_serialization_when_accessing_deep_stub,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.IOOBExceptionShouldNotBeThrownWhenNotCodingFluentlyTest,second_stubbing_throws_IndexOutOfBoundsException,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest,shouldStubbingWork,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest,shouldVerificationWorks,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.InheritedGenericsPolimorphicCallTest,shouldWorkExactlyAsJavaProxyWould,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ListenersLostOnResetMockTest,listener,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.MultipleInOrdersTest,inOrderTest,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEOnAnyClassMatcherAutounboxTest,shouldNotThrowNPE,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWhenMockingThrowablesTest,shouldNotThrowNPE,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenIntegerPassed,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenIntPassed,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenIntegerPassedToEq,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenIntegerPassedToSame,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenNullPassedToEq,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.NPEWithCertainMatchersTest,shouldNotThrowNPEWhenNullPassedToSame,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldAllowInlineMockCreationTest,shouldAllowInlineMockCreation,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldMocksCompareToBeConsistentWithEqualsTest,should_compare_to_be_consistent_with_equals,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldMocksCompareToBeConsistentWithEqualsTest,should_compare_to_be_consistent_with_equals_when_comparing_the_same_reference,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldMocksCompareToBeConsistentWithEqualsTest,should_allow_stubbing_and_verifying_compare_to,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldMocksCompareToBeConsistentWithEqualsTest,should_reset_not_remove_default_stubbing,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldNotDeadlockAnswerExecutionTest,failIfMockIsSharedBetweenThreads,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldNotDeadlockAnswerExecutionTest,successIfEveryThreadHasItsOwnMock,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.ShouldOnlyModeAllowCapturingArgumentsTest,shouldAllowCapturingArguments,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.SpyShouldHaveNiceNameTest,shouldPrintNiceName,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.StubbingMocksThatAreConfiguredToReturnMocksTest,shouldAllowStubbingMocksConfiguredWithRETURNS_MOCKS,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.StubbingMocksThatAreConfiguredToReturnMocksTest,shouldAllowStubbingMocksConfiguredWithRETURNS_MOCKSWithDoApi,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.VarargsErrorWhenCallingRealMethodTest,shouldNotThrowAnyException,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.bugs.VerifyingWithAnExtraCallToADifferentMockTest,shouldAllowVerifyingWhenOtherMockCallIsInTheSameLine,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.deepstubs.DeepStubFailingWhenGenericNestedAsRawTypeTest,discoverDeepMockingOfGenerics,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.varargs.VarargsAndAnyObjectPicksUpExtraInvocationsTest,shouldVerifyCorrectlyWithAnyVarargs,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.bugs.varargs.VarargsAndAnyObjectPicksUpExtraInvocationsTest,shouldVerifyCorrectlyNumberOfInvocationsUsingAnyVarargAndEqualArgument,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.bugs.varargs.VarargsAndAnyObjectPicksUpExtraInvocationsTest,shouldVerifyCorrectlyNumberOfInvocationsWithVarargs,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest,shouldMatchAnyVararg,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest,shouldNotAllowUsingAnyObjectForVarArgs,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.bugs.varargs.VarargsNotPlayingWithAnyObjectTest,shouldStubUsingAnyVarargs,0,0,1,0.0,1,0.0,1
Mockito,1,org.mockitousage.configuration.CustomizedAnnotationForSmartMockTest,shouldUseCustomAnnotation,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,can_create_mock_with_constructor,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,can_mock_abstract_classes,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,can_spy_abstract_classes,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,can_mock_inner_classes,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,exception_message_when_constructor_not_found,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,mocking_inner_classes_with_wrong_outer_instance,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,mocking_interfaces_with_constructor,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,prevents_across_jvm_serialization_with_constructor,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,abstract_method_returns_default,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,abstract_method_stubbed,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.constructor.CreatingMocksWithConstructorTest,calls_real_interface_method,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStub,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubWithThrowable,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubWithThrowableClass,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubWithAnswer,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubWithWillAnswerAlias,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubConsecutively,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubConsecutivelyWithCallRealMethod,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubVoid,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubVoidWithExceptionClass,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubVoidConsecutively,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubVoidConsecutivelyWithExceptionClass,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubUsingDoReturnStyle,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubUsingDoAnswerStyle,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubByDelegatingToRealMethod,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldStubByDelegatingToRealMethodUsingTypicalStubbingSyntax,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldAllStubbedMockReferenceAccess,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldValidateMockWhenVerifying,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldValidateMockWhenVerifyingWithExpectedNumberOfInvocations,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldValidateMockWhenVerifyingNoMoreInteractions,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldFailForExpectedBehaviorThatDidNotHappen,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldPassForExpectedBehaviorThatHappened,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.customization.BDDMockitoTest,shouldPassFluentBddScenario,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.InvocationListenerCallbackTest,should_call_single_listener_when_mock_return_normally,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.InvocationListenerCallbackTest,should_call_all_listener_when_mock_return_normally,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.PrintingInvocationsDetectsUnusedStubTest,shouldDetectUnusedStubbingWhenPrinting,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.PrintingInvocationsWhenEverythingOkTest,shouldPrintInvocationsWhenStubbingNotUsed,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.PrintingInvocationsWhenStubNotUsedTest,shouldPrintInvocationsWhenStubbingNotUsed,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.VerboseLoggingOfInvocationsOnMockTest,shouldNotPrintInvocationOnMockWithoutSetting,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.VerboseLoggingOfInvocationsOnMockTest,shouldPrintUnstubbedInvocationOnMockToStdOut,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.VerboseLoggingOfInvocationsOnMockTest,shouldPrintStubbedInvocationOnMockToStdOut,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.VerboseLoggingOfInvocationsOnMockTest,shouldPrintThrowingInvocationOnMockToStdOut,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.VerboseLoggingOfInvocationsOnMockTest,shouldPrintRealInvocationOnSpyToStdOut,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.debugging.VerboseLoggingOfInvocationsOnMockTest,usage,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.examples.use.ExampleTest,managerCountsArticlesAndSavesThemInTheDatabase,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.examples.use.ExampleTest,managerCountsArticlesUsingCalculator,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.examples.use.ExampleTest,managerSavesArticlesInTheDatabase,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.junitrunner.JUnit44RunnerTest,shouldInitMocksUsingRunner,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.junitrunner.JUnit44RunnerTest,shouldInjectMocksUsingRunner,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.junitrunner.JUnit44RunnerTest,shouldFilterTestMethodsCorrectly,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.junitrunner.JUnit45RunnerTest,shouldInitMocksUsingRunner,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.junitrunner.JUnit45RunnerTest,shouldInjectMocksUsingRunner,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.junitrunner.JUnit45RunnerTest,shouldFilterTestMethodsCorrectly,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.AnyXMatchersAcceptNullsTest,shouldAcceptNullsInAnyMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.AnyXMatchersAcceptNullsTest,shouldAcceptNullsInAnyObjectMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.AnyXMatchersAcceptNullsTest,shouldNotAcceptNullInAnyXMatchers,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_assertions_on_captured_argument,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_assertions_on_all_captured_arguments,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_assertions_on_last_argument,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_print_captor_matcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_assertions_on_captured_null,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_construction_of_captor_for_parameterized_type_in_a_convenient_way,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_construction_of_captor_for_a_more_specific_type,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_allow_capturing_for_stubbing,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_when_stubbing_only_when_entire_invocation_matches,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_say_something_smart_when_misused,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_when_full_arg_list_matches,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_int_by_creating_captor_with_primitive_wrapper,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_int_by_creating_captor_with_primitive,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_byte_vararg_by_creating_captor_with_primitive,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_byte_vararg_by_creating_captor_with_primitive_wrapper,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_vararg,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_all_vararg,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,should_capture_one_arg_even_when_using_vararg_captor_on_nonvararg_method,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,captures_correctly_when_captor_used_multiple_times,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CapturingArgumentsTest,captures_correctly_when_captor_used_on_pure_vararg_method,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CustomMatcherDoesYieldCCETest,shouldNotThrowCCE,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CustomMatchersTest,shouldUseCustomBooleanMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CustomMatchersTest,shouldUseCustomCharMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CustomMatchersTest,shouldUseCustomObjectMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CustomMatchersTest,shouldCustomMatcherPrintDescriptionBasedOnName,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.CustomMatchersTest,shouldAnonymousCustomMatcherPrintDefaultDescription,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.GenericMatchersTest,shouldCompile,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.HamcrestMatchersTest,shouldAcceptHamcrestMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.HamcrestMatchersTest,shouldVerifyUsingHamcrestMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.InvalidUseOfMatchersTest,should_detect_wrong_number_of_matchers_when_stubbing,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.InvalidUseOfMatchersTest,should_detect_stupid_use_of_matchers_when_verifying,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.InvalidUseOfMatchersTest,should_not_scream_on_correct_usage,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.InvalidUseOfMatchersTest,should_scream_when_no_matchers_inside_not,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.InvalidUseOfMatchersTest,should_scream_when_not_enough_matchers_inside_or_AddtionalMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.InvalidUseOfMatchersTest,should_scream_when_Matchers_count_dont_match_parameter_count,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,compareToMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,anyStringMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,anyMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,shouldArrayEqualsDealWithNullArray,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,shouldUseSmartEqualsForArrays,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,shouldUseSmartEqualsForPrimitiveArrays,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,arrayEqualsShouldThrowArgumentsAreDifferentExceptionForNonMatchingArguments,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,greaterOrEqualMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,greaterThanMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,lessOrEqualMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,lessThanMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,orMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,nullMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,notNullMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,findMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,matchesMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,containsMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,startsWithMatcher,0,0,1,0.0,1,0.0,0
Mockito,1,org.mockitousage.matchers.MatchersTest,endsWithMatcher,0,0,1,0.0,1,0.0,0
